user_id,product_id,rating
u4,209278021,5
u4,206817071,5
u4,209239030,5
u4,208765689,5
u4,209454337,5
u4,208313526,3
u4,209018180,5
u4,209320846,1
u4,209256890,2
u4,208777741,3
u4,207695449,5
u4,209338396,5
u4,209220066,1
u4,209278129,5
u5,208966548,5
u5,209461784,2
u5,208966554,3
u5,208603285,1
u5,208946985,5
u5,209549751,3
u5,208823285,4
u5,208699646,5
u5,208042562,5
u5,208361192,3
u5,208777155,5
u5,208120724,5
u5,207950103,4
u5,209045340,1
u5,208823286,4
u5,208224606,5
u5,209030491,1
u5,208510890,1
u5,208823285,4
u5,208317935,1
u5,208966519,5
u5,208883908,5
u5,207695449,2
u5,208823285,5
u5,208260720,5
u5,209278021,2
u5,208777155,5
u5,208947173,5
u5,208260720,5
u5,209281412,2
u5,209338733,3
u5,208120878,5
u5,208966554,5
u5,208823285,4
u5,208120878,4
u5,208778188,5
u5,208884004,5
u5,208823285,5
u5,208699646,5
u5,208057246,2
u5,208361192,5
u5,208777155,4
u5,209078961,5
u5,209078961,5
u5,208776837,4
u5,208884004,5
u5,208952665,4
u5,208042929,5
u5,208313526,1
u5,208776837,5
u5,208699646,5
u5,208660676,4
u5,208057288,2
u5,209018180,2
u5,209272998,5
u5,208361192,5
u5,208946985,5
u5,208770083,2
u5,207776603,1
u5,208896546,2
u5,208785193,4
u5,208660830,5
u5,208947173,5
u5,208057258,2
u5,208697014,4
u5,208765895,2
u5,208042929,5
u5,208946985,3
u5,208776837,5
u5,209079005,5
u5,208776702,5
u5,208883908,5
u5,208603285,2
u5,208465812,5
u5,208776837,5
u5,208776837,5
u5,207950082,5
u5,208260720,5
u5,208966519,4
u5,208888086,2
u5,208947173,5
u5,208823285,4
u5,209550454,2
u5,208697082,4
u5,208884004,4
u5,209439854,1
u5,208883908,5
u5,209041793,2
u5,208946985,5
u5,209372304,1
u5,208120878,5
u5,208966554,5
u5,208697082,5
u5,208120724,4
u5,209079082,3
u5,208777155,5
u5,207949746,4
u5,208697082,4
u5,208776702,5
u5,208776487,5
u6,209172344,5
u6,209281412,5
u6,208487857,2
u6,208966973,1
u6,209125053,5
u6,209280881,1
u6,209439875,5
u6,208313526,3
u6,208541972,2
u6,209532238,1
u6,208903800,5
u6,209001678,4
u6,209168495,5
u6,209125289,5
u6,209001678,5
u6,208465812,2
u6,209275508,1
u6,209338476,2
u6,209430762,2
u6,209439854,4
u6,209550454,5
u6,209281135,4
u6,209463559,4
u6,209125053,5
u6,209006193,5
u6,209383578,3
u6,209278687,1
u6,208788811,3
u6,209372266,5
u6,206817071,2
u6,209083297,4
u6,209220066,2
u6,209532238,1
u6,209436881,1
u6,209141013,3
u6,208487857,2
u6,208787935,1
u6,208761307,2
u6,209631644,2
u6,209226186,1
u6,209125289,5
u6,209372266,5
u6,209006193,5
u6,208778188,3
u6,208903800,5
u6,208898155,2
u6,209463008,5
u6,208694142,5
u6,207314147,2
u6,208694142,5
u6,209256890,5
u6,209459893,4
u6,209100021,1
u6,208788811,4
u6,209463559,5
u6,209347263,5
u6,209422610,5
u6,208120724,2
u6,209006193,5
u6,208694142,3
u6,209338733,3
u6,209142303,5
u6,209079006,2
u6,209197349,2
u6,209083297,5
u6,209006193,5
u6,209125053,5
u6,209092837,1
u6,209006193,5
u6,209439854,4
u6,209083297,5
u6,208788811,5
u6,208765926,1
u6,209084518,5
u6,209041793,4
u6,208465812,1
u6,208313526,2
u6,209197320,1
u6,209325572,5
u6,209084518,5
u6,208715280,2
u6,209142303,5
u6,209461784,2
u6,209142303,5
u6,206817079,1
u6,209465167,5
u6,209125482,5
u6,209439854,5
u6,209320846,2
u6,209125482,4
u6,209618579,5
u6,209205196,5
u6,209256890,4
u6,209006193,5
u6,209485512,4
u6,209463008,5
u6,208042562,1
u6,23560886,3
u6,209459893,4
u6,209459861,5
u7,208541972,5
u7,208317948,2
u7,208947094,3
u7,209083297,3
u7,208549738,5
u7,208451816,5
u7,208057258,5
u7,208425804,4
u7,209338733,4
u7,208936219,5
u7,209445940,4
u7,209338453,4
u7,208604532,5
u7,209278996,2
u7,208451816,3
u7,209430762,5
u7,209445940,5
u7,208715280,5
u7,209338733,5
u7,207729715,3
u7,209226013,1
u7,208549738,5
u7,208715280,5
u7,207729715,3
u7,209226186,2
u7,201071505,5
u7,208604532,4
u7,209338453,5
u7,209078961,2
u7,208898537,1
u7,208715280,5
u7,208057288,4
u7,208541972,5
u7,208715280,5
u7,201071505,5
u7,208057258,5
u7,209338453,4
u7,209239030,2
u7,201071505,4
u7,208057258,5
u7,208057258,5
u7,208510890,3
u7,209383578,1
u7,208451816,5
u7,208047641,4
u7,208057246,5
u7,208715067,5
u7,208715074,5
u7,208715037,5
u7,209338733,5
u7,23560886,2
u7,208220236,4
u7,209436881,5
u7,208549738,5
u7,209338453,5
u7,209045340,5
u7,208057288,5
u7,208776702,2
u7,208604532,5
u7,208425804,5
u7,208369661,5
u7,208047641,5
u7,208776487,1
u7,208369661,5
u7,208778188,1
u7,209205295,2
u7,208313526,5
u7,209338453,5
u7,209338540,5
u7,209430762,4
u7,209030491,4
u7,209018019,5
u7,209445940,5
u7,209527222,1
u7,208492175,4
u7,208715074,5
u7,208047641,5
u7,209338733,5
u7,209436881,5
u7,208810050,5
u7,208715280,5
u7,208425804,5
u7,208549738,5
u7,208369661,5
u7,209459893,3
u7,208715037,5
u7,208604532,5
u7,209100021,4
u7,209383578,1
u7,208451816,5
u7,208451816,5
u7,209320846,5
u7,208761307,4
u7,208696103,5
u7,208492175,5
u7,208896546,2
u7,207151517,3
u7,209436881,4
u7,209338733,5
u7,209220066,5
u8,209225972,5
u8,208710560,5
u8,209256890,2
u8,208124737,5
u8,208603290,5
u8,209279079,5
u8,209454337,5
u8,208317948,5
u8,208124737,4
u8,208898537,5
u8,207684937,4
u8,208896546,5
u8,209430762,3
u8,208124737,4
u8,209279079,5
u8,208765895,5
u8,208697014,1
u8,209279605,4
u8,208888086,5
u8,209142303,1
u8,208042565,4
u8,209454337,5
u8,208765895,5
u8,208810050,3
u8,209445940,2
u8,209141221,5
u8,209338318,5
u8,208917995,5
u8,209006193,2
u8,208777741,5
u8,207949746,1
u8,209521838,1
u8,208541972,3
u8,208633386,4
u8,208603285,5
u8,209141221,4
u8,208549738,2
u8,208492175,3
u8,208696103,1
u8,209197320,4
u8,208815049,4
u8,209278166,5
u8,209084518,1
u8,209372339,1
u8,209226013,5
u8,207314147,5
u8,208465812,2
u8,207695449,4
u8,209338476,2
u8,208765895,4
u8,208694142,2
u8,208603285,5
u8,209278166,5
u8,209430762,2
u8,208898155,4
u8,207695449,3
u8,209226186,5
u8,209001678,1
u8,206817079,5
u8,209226186,5
u8,209225972,5
u8,208120878,1
u8,208896546,5
u8,208614624,1
u8,208715280,2
u8,209141013,5
u8,208042565,5
u8,208313526,2
u8,208898183,4
u8,209338656,5
u8,209618579,2
u8,208604532,1
u8,209045340,2
u8,208633386,5
u8,208120724,2
u8,209226004,5
u8,206656956,5
u8,208966973,5
u8,209338476,2
u8,208661715,5
u8,207314272,5
u8,209226186,4
u8,208633386,5
u8,208661715,5
u8,209092837,5
u8,208810050,2
u8,208777741,5
u8,209454337,5
u8,209459861,1
u8,209454337,3
u8,209459861,2
u8,206817071,5
u8,207950103,1
u8,209338396,5
u8,208917995,4
u8,209485586,4
u8,208966554,2
u8,208770083,5
u8,209413338,5
u8,209338728,5
u9,208823285,5
u9,207950103,4
u9,208120724,4
u9,208776837,5
u9,208361192,5
u9,208697082,4
u9,208823286,4
u9,207950103,3
u9,208966554,4
u9,209079082,5
u9,209272998,4
u9,207949746,4
u9,209372304,2
u9,208966554,4
u9,207950103,5
u9,209079006,5
u9,208883908,5
u9,209225972,2
u9,208785193,5
u9,208823286,4
u9,207729715,2
u9,207684937,1
u9,208660676,4
u9,208465812,5
u9,208787935,5
u9,208787935,5
u9,209527222,2
u9,209279613,1
u9,208660830,5
u9,209079005,5
u9,208220236,2
u9,208120878,5
u9,207695449,2
u9,208966554,5
u9,208260720,5
u9,209079005,3
u9,208823286,5
u9,208823285,5
u9,209079082,5
u9,208777155,5
u9,209084518,3
u9,208823286,5
u9,208947173,4
u9,208947173,5
u9,209338656,3
u9,208042562,5
u9,208224606,5
u9,209079005,5
u9,208884004,3
u9,208042562,4
u9,208120878,5
u9,208260720,5
u9,208966548,5
u9,209485512,1
u9,208603285,2
u9,209079006,5
u9,208966554,5
u9,208120724,5
u9,208776837,5
u9,208697082,3
u9,209079006,5
u9,209079082,4
u9,208947173,5
u9,208697082,4
u9,209422610,1
u9,209459860,3
u9,208778188,4
u9,207950082,5
u9,208661715,3
u9,209338476,1
u9,208947094,3
u9,208660676,5
u9,209141013,2
u9,208224606,5
u9,208815049,1
u9,209100021,3
u9,208660830,5
u9,208946985,5
u9,208613976,2
u9,206656956,2
u9,208787935,5
u9,209320846,2
u9,209422610,2
u9,208120724,5
u9,208778188,5
u9,208777155,5
u9,208260720,5
u9,207684937,1
u9,208776487,4
u9,209325572,2
u9,208947173,5
u9,208224606,4
u9,209079082,5
u9,208778188,5
u9,208823286,4
u9,209463559,2
u9,208120878,5
u9,208124737,2
u9,208966548,5
u9,208042929,5
u10,209463008,5
u10,208614624,5
u10,209079005,2
u10,209325572,5
u10,209459862,5
u10,209459863,4
u10,209459860,4
u10,209459861,4
u10,208694142,5
u10,208361192,3
u10,209001678,5
u10,209125482,5
u10,209001678,5
u10,209084518,5
u10,209018180,2
u10,209125482,4
u10,209372266,5
u10,209459862,5
u10,209125289,5
u10,209256890,5
u10,209059787,3
u10,209372339,5
u10,209549751,5
u10,209372304,4
u10,208815049,2
u10,208765926,3
u10,208361192,1
u10,209279613,2
u10,209372304,4
u10,208788811,5
u10,209422610,5
u10,209618579,5
u10,208903800,5
u10,209141221,2
u10,209459860,5
u10,209226004,2
u10,209372304,3
u10,209275508,2
u10,208487857,1
u10,209459862,5
u10,209459863,5
u10,209338318,1
u10,209422610,5
u10,209439854,5
u10,209168495,5
u10,209372339,5
u10,209281412,5
u10,209338656,2
u10,209172344,5
u10,209413338,3
u10,209463559,5
u10,209001678,5
u10,209006193,4
u10,209256890,4
u10,209125053,5
u10,209338453,2
u10,209239030,2
u10,208042929,3
u10,209485512,5
u10,209549751,5
u10,209006193,4
u10,208541972,2
u10,209125289,4
u10,209463559,4
u10,209549751,5
u10,208124737,2
u10,209041793,5
u10,208778188,2
u10,208694142,5
u10,209125289,5
u10,208696103,1
u10,209205295,4
u10,208888086,2
u10,209001678,5
u10,209125482,5
u10,208788811,5
u10,208603290,1
u10,209125482,5
u10,209172344,4
u10,208770083,1
u10,209618579,4
u10,209459860,4
u10,208694142,4
u10,209278166,2
u10,209422610,5
u10,208788811,5
u10,209125053,5
u10,209142303,5
u10,209084518,5
u10,208694142,5
u10,208785193,1
u10,209456062,3
u10,209372304,5
u10,207684937,1
u10,209372304,4
u10,209338692,1
u10,209279605,1
u10,209172344,4
u10,209550454,4
u10,209281135,5
u11,208369661,5
u11,208369661,5
u11,209459893,2
u11,208947094,3
u11,209030491,5
u11,208057258,4
u11,208492175,5
u11,208946985,3
u11,209631644,2
u11,208224606,2
u11,209338476,5
u11,209079005,1
u11,209045340,5
u11,207729972,3
u11,209100021,5
u11,209125289,2
u11,209125289,1
u11,209436881,5
u11,209338728,3
u11,208715067,5
u11,209430762,5
u11,208715074,5
u11,208541972,5
u11,208613976,5
u11,201071505,5
u11,209281412,1
u11,208541972,5
u11,209100021,5
u11,209463559,2
u11,208220236,5
u11,208823285,1
u11,209631644,3
u11,209018019,4
u11,209372266,1
u11,209320846,5
u11,208883908,1
u11,209631644,1
u11,208903800,2
u11,209205295,1
u11,207950103,2
u11,208936219,5
u11,208057270,5
u11,209059787,5
u11,208613976,4
u11,208487857,2
u11,208604532,5
u11,209445940,5
u11,209320846,4
u11,208057270,5
u11,23560886,2
u11,208898155,3
u11,208047641,5
u11,209279613,2
u11,208047641,5
u11,208660830,3
u11,207684937,1
u11,209220066,5
u11,209338540,5
u11,208057258,5
u11,209281135,1
u11,208492175,4
u11,208810050,5
u11,209279605,3
u11,209079006,3
u11,208047641,5
u11,208224606,3
u11,208966554,2
u11,209338476,4
u11,209430762,5
u11,208613976,5
u11,209445940,5
u11,208715067,3
u11,201071505,5
u11,209279079,1
u11,209172344,2
u11,209461784,2
u11,209079005,2
u11,208715067,4
u11,208549738,3
u11,208776875,1
u11,201071505,5
u11,209372304,1
u11,208451816,4
u11,208715067,5
u11,208057288,5
u11,208947094,3
u11,209521838,5
u11,208220236,5
u11,209521838,5
u11,208492175,5
u11,209445940,5
u11,209338656,3
u11,208823285,3
u11,208313526,5
u11,209027620,3
u11,209338453,5
u11,208761307,5
u11,208220236,4
u11,208823286,1
u11,208549738,5
u12,208510890,5
u12,209226013,5
u12,208451816,2
u12,209278996,4
u12,208603285,5
u12,208603285,5
u12,207695449,5
u12,207151517,5
u12,209338596,5
u12,209631644,5
u12,209554549,3
u12,208047641,2
u12,208710560,5
u12,207695449,5
u12,208603285,5
u12,208260720,2
u12,209338396,5
u12,209485586,5
u12,209278996,5
u12,208815049,4
u12,209279613,5
u12,208765689,5
u12,208770083,5
u12,207684937,5
u12,209018180,5
u12,209279079,4
u12,207314147,5
u12,208896546,5
u12,209239030,5
u12,201071505,2
u12,208710560,5
u12,208613976,2
u12,208510890,4
u12,209279079,5
u12,208765926,4
u12,208696103,2
u12,209197320,5
u12,208770083,4
u12,209445940,1
u12,208425804,3
u12,209278996,5
u12,208710560,5
u12,209338596,5
u12,208966973,5
u12,208777741,5
u12,209100021,2
u12,208510890,5
u12,209463008,1
u12,209338318,4
u12,209383578,5
u12,208633386,5
u12,209045340,1
u12,209338596,5
u12,209372304,3
u12,208603285,5
u12,208361192,3
u12,209554549,5
u12,208765926,5
u12,209045340,3
u12,209383578,5
u12,209006193,2
u12,209277572,5
u12,209277634,5
u12,208785193,1
u12,207314272,3
u12,209338728,5
u12,208224606,3
u12,209226186,5
u12,209454337,4
u12,209338596,5
u12,207729972,4
u12,209226004,5
u12,208614624,2
u12,209225972,5
u12,209281412,2
u12,208903800,1
u12,207684937,5
u12,208966973,4
u12,209205196,3
u12,208898537,5
u12,209278996,4
u12,209278687,5
u12,208603285,5
u12,209338728,4
u12,208765895,5
u12,209456062,5
u12,209445940,1
u12,208936219,3
u12,209532238,5
u12,207695449,5
u12,207695449,5
u12,209079082,1
u12,209554549,4
u12,208549738,1
u12,206817071,5
u12,209018180,5
u12,209338396,5
u12,208124737,5
u12,209279079,5
u12,208917995,5
u13,209205196,3
u13,208778188,5
u13,207950103,5
u13,208952665,4
u13,208884004,4
u13,208042562,5
u13,208549738,2
u13,208883908,5
u13,208697082,4
u13,209079082,5
u13,208785193,5
u13,208260720,5
u13,208260720,5
u13,208697082,5
u13,208761307,1
u13,208777155,5
u13,209197320,3
u13,209439854,2
u13,207949746,5
u13,208120878,4
u13,208966548,4
u13,208042562,5
u13,208966519,4
u13,208883908,4
u13,208788811,2
u13,208120724,5
u13,209079005,5
u13,209338453,1
u13,209197320,2
u13,22786800,3
u13,209527222,1
u13,208776875,5
u13,208260720,4
u13,208696103,1
u13,208697082,5
u13,207949746,4
u13,209338733,3
u13,208660676,5
u13,209459861,2
u13,208785193,4
u13,208042562,5
u13,209079006,5
u13,208947094,5
u13,209631644,1
u13,209278687,1
u13,208952665,5
u13,209141013,2
u13,208785193,5
u13,207949746,4
u13,208776702,5
u13,207950103,3
u13,209436881,2
u13,209325572,2
u13,208776837,5
u13,208776837,5
u13,208761307,3
u13,208777155,5
u13,208946985,5
u13,208952665,5
u13,208777155,5
u13,208224606,5
u13,209272998,4
u13,207950103,5
u13,208778188,5
u13,208699646,5
u13,208661715,2
u13,208776487,5
u13,208777155,5
u13,209045340,3
u13,208313526,1
u13,208966548,4
u13,208952665,3
u13,208946985,5
u13,208776837,5
u13,208042562,5
u13,208946985,5
u13,209079006,5
u13,208697082,5
u13,207776603,3
u13,208787935,4
u13,208660676,5
u13,208260720,5
u13,208947094,5
u13,208966519,5
u13,208042562,5
u13,209461784,2
u13,208947173,5
u13,208787935,4
u13,208823286,5
u13,208815049,1
u13,208823285,5
u13,208313526,1
u13,208952665,5
u13,209278129,2
u13,208120724,5
u13,208660830,5
u13,208778188,5
u13,208465812,5
u13,208451816,1
u13,207950082,5
u14,208823286,2
u14,209338596,2
u14,209454337,3
u14,209422610,4
u14,209142303,5
u14,209325572,3
u14,209041793,5
u14,209125289,5
u14,209205196,4
u14,209006193,4
u14,209338318,3
u14,209459863,4
u14,209422610,5
u14,208884004,3
u14,208694142,5
u14,209125289,5
u14,207695449,1
u14,209338656,1
u14,209485512,5
u14,209205295,5
u14,208124737,3
u14,209001678,4
u14,209006193,5
u14,209459861,5
u14,209092837,3
u14,209125482,5
u14,209168495,5
u14,209459863,5
u14,209142303,5
u14,209549751,5
u14,209084518,5
u14,209439854,4
u14,209125053,5
u14,209041793,3
u14,209459862,5
u14,208788811,5
u14,209549751,5
u14,209459860,4
u14,208313526,1
u14,209325572,4
u14,209325572,5
u14,209459893,5
u14,209125289,5
u14,209465167,4
u14,209439875,4
u14,208694142,5
u14,209141013,2
u14,208903800,4
u14,209084518,5
u14,209256890,5
u14,209372266,4
u14,209372304,5
u14,208788811,5
u14,209347263,5
u14,209372304,4
u14,208694142,4
u14,208788811,5
u14,209459893,5
u14,209459862,4
u14,209485586,1
u14,209281135,5
u14,209422610,5
u14,209465167,5
u14,209142303,5
u14,209205196,4
u14,209001678,4
u14,209465167,5
u14,209372266,5
u14,208369661,3
u14,208613976,1
u14,209347263,4
u14,209465167,5
u14,209125053,5
u14,209439854,4
u14,209514892,1
u14,208903800,5
u14,209338318,1
u14,208487857,3
u14,208776837,3
u14,209083297,3
u14,209459863,5
u14,209463008,4
u14,209083297,5
u14,209168495,5
u14,209459893,5
u14,209347263,4
u14,208788811,4
u14,209083297,4
u14,206817071,2
u14,209463559,4
u14,208603285,2
u14,209439875,4
u14,209422610,5
u14,209463559,5
u14,209439854,5
u14,208823285,2
u14,208788811,5
u14,209320846,2
u14,209459861,5
u14,209550454,5
u15,209436881,5
u15,208715037,4
u15,208057288,4
u15,208785193,2
u15,209059787,4
u15,209059787,5
u15,209338476,5
u15,208057258,5
u15,209279613,1
u15,208120878,1
u15,208715074,5
u15,209618579,1
u15,208947173,2
u15,208541972,3
u15,209338733,5
u15,209278129,2
u15,208492175,5
u15,208715074,4
u15,208761307,5
u15,208549738,4
u15,208057258,5
u15,208697082,3
u15,208696103,5
u15,208313526,5
u15,208776837,2
u15,208936219,3
u15,209030491,4
u15,208888086,2
u15,209338453,5
u15,208042565,2
u15,209338476,5
u15,208492175,5
u15,208696103,5
u15,208465812,2
u15,209445940,5
u15,208715037,5
u15,208313526,5
u15,208317948,1
u15,208613976,5
u15,209281135,2
u15,208057258,5
u15,208810050,5
u15,208810050,5
u15,209197320,3
u15,208047641,5
u15,209430762,4
u15,208549738,5
u15,209527222,3
u15,208761307,5
u15,209430762,5
u15,209045340,4
u15,208057270,5
u15,209338396,2
u15,209125482,3
u15,209338540,5
u15,208715280,5
u15,208810050,5
u15,208778188,2
u15,208613976,5
u15,208451816,4
u15,208492175,5
u15,208715037,5
u15,208057288,5
u15,208451816,4
u15,209197349,1
u15,208451816,3
u15,208715280,5
u15,208604532,5
u15,209338540,4
u15,209338453,5
u15,208613976,5
u15,208549738,5
u15,208936219,5
u15,208936219,4
u15,208057246,5
u15,209281135,2
u15,208936219,5
u15,208047641,4
u15,208220236,5
u15,209439875,2
u15,208604532,5
u15,208936219,5
u15,208313526,5
u15,208815049,1
u15,208492175,5
u15,209059787,5
u15,209413338,3
u15,208761307,5
u15,208761307,5
u15,208057288,5
u15,208220236,5
u15,209631644,1
u15,209521838,4
u15,209338396,2
u15,207950103,3
u15,209059787,4
u15,208057258,4
u15,208549738,5
u15,208057288,4
u15,208541972,5
u16,207314272,4
u16,209279613,4
u16,206656956,5
u16,209338728,3
u16,208317948,5
u16,208776487,1
u16,208917995,5
u16,209279605,5
u16,209226013,5
u16,206817071,3
u16,207151517,5
u16,209197349,4
u16,209631644,5
u16,209018180,3
u16,208042929,3
u16,208042929,2
u16,209197320,5
u16,209279613,5
u16,208896546,5
u16,208896502,4
u16,207776603,5
u16,208317935,5
u16,208042565,5
u16,209027620,5
u16,209030491,2
u16,209278129,3
u16,209527222,3
u16,209277572,5
u16,209225972,5
u16,209338396,5
u16,208765689,5
u16,209278996,4
u16,209338728,5
u16,208487857,5
u16,209554549,5
u16,209527222,4
u16,208770083,4
u16,209338692,5
u16,209372304,1
u16,208603290,5
u16,208715280,2
u16,209205196,2
u16,209275508,5
u16,209278687,5
u16,208710560,5
u16,208697014,3
u16,208765926,5
u16,209430762,1
u16,208451816,2
u16,208761307,1
u16,208946985,2
u16,208510890,5
u16,207695449,5
